,date,temperature_2m,relative_humidity_2m,precipitation,moving_avg_temp,moving_avg_humidity,moving_avg_precipitation
0,2025-04-28,31.520833333333332,39.916666666666664,0.0,,,
1,2025-04-29,30.454166666666666,51.041666666666664,0.0,,,
2,2025-04-30,31.400000000000002,47.666666666666664,0.0,,,
3,2025-05-01,28.71666666666667,57.916666666666664,0.07083333333333333,,,
4,2025-05-02,28.425,58.416666666666664,0.025000000000000005,,,
5,2025-05-03,28.9375,61.083333333333336,0.2125,,,
6,2025-05-04,27.679166666666664,68.45833333333333,0.25,29.59047619047619,54.92857142857143,0.07976190476190477
